city,occupation,0
"Blacksburg-Christiansburg-Radford, VA","Installation, Maintenance, and Repair",286.0
"Blacksburg-Christiansburg-Radford, VA",Construction and Extraction,227.0
"Blacksburg-Christiansburg-Radford, VA",Management,217.0
"Blacksburg-Christiansburg-Radford, VA",Business and Financial Operations,256.0
"Blacksburg-Christiansburg-Radford, VA",Production,874.0
"Blacksburg-Christiansburg-Radford, VA",Healthcare Practitioners and Technical,337.0
"Blacksburg-Christiansburg-Radford, VA","Education, Training, and Library",812.0
"Blacksburg-Christiansburg-Radford, VA",Transportation and Material Moving,355.0
"Blacksburg-Christiansburg-Radford, VA",Food Preparation and Serving Related,697.0
"Blacksburg-Christiansburg-Radford, VA",Sales and Related,647.0
"Blacksburg-Christiansburg-Radford, VA",Office and Administrative Support,934.0
"Wausau, WI",Legal,33.0
"Wausau, WI","Life, Physical, and Social Science",28.0
"Wausau, WI","Arts, Design, Entertainment, Sports, and Media",59.0
"Wausau, WI",Community and Social Service,81.0
"Wausau, WI",Architecture and Engineering,119.0
"Wausau, WI",Protective Service,111.0
"Wausau, WI",Healthcare Support,182.0
"Wausau, WI",Building and Grounds Cleaning and Maintenance,203.0
"Wausau, WI",Computer and Mathematical,157.0
"Wausau, WI",Personal Care and Service,207.0
"Wausau, WI","Installation, Maintenance, and Repair",296.0
"Wausau, WI",Construction and Extraction,214.0
"Wausau, WI",Management,264.0
"Wausau, WI",Business and Financial Operations,314.0
"Wausau, WI",Production,1122.0
"Wausau, WI",Healthcare Practitioners and Technical,436.0
"Wausau, WI","Education, Training, and Library",313.0
"Wausau, WI",Transportation and Material Moving,620.0
"Wausau, WI",Food Preparation and Serving Related,483.0
"Wausau, WI",Sales and Related,634.0
"Wausau, WI",Office and Administrative Support,1069.0
"Daphne-Fairhope-Foley, AL",Legal,33.0
"Daphne-Fairhope-Foley, AL","Life, Physical, and Social Science",17.0
"Daphne-Fairhope-Foley, AL","Arts, Design, Entertainment, Sports, and Media",43.0
"Daphne-Fairhope-Foley, AL",Community and Social Service,53.0
"Daphne-Fairhope-Foley, AL",Architecture and Engineering,46.0
"Daphne-Fairhope-Foley, AL",Protective Service,149.0
"Daphne-Fairhope-Foley, AL",Healthcare Support,178.0
"Daphne-Fairhope-Foley, AL",Building and Grounds Cleaning and Maintenance,362.0
"Daphne-Fairhope-Foley, AL",Computer and Mathematical,38.0
"Daphne-Fairhope-Foley, AL",Personal Care and Service,265.0
"Daphne-Fairhope-Foley, AL","Installation, Maintenance, and Repair",294.0
"Daphne-Fairhope-Foley, AL",Construction and Extraction,271.0
"Daphne-Fairhope-Foley, AL",Management,188.0
"Daphne-Fairhope-Foley, AL",Business and Financial Operations,158.0
"Daphne-Fairhope-Foley, AL",Production,336.0
"Daphne-Fairhope-Foley, AL",Healthcare Practitioners and Technical,391.0
"Daphne-Fairhope-Foley, AL","Education, Training, and Library",381.0
"Daphne-Fairhope-Foley, AL",Transportation and Material Moving,435.0
"Daphne-Fairhope-Foley, AL",Food Preparation and Serving Related,1075.0
"Daphne-Fairhope-Foley, AL",Sales and Related,1260.0
"Daphne-Fairhope-Foley, AL",Office and Administrative Support,1000.0
"Bowling Green, KY",Legal,40.0
"Bowling Green, KY","Life, Physical, and Social Science",33.0
"Bowling Green, KY","Arts, Design, Entertainment, Sports, and Media",78.0
"Bowling Green, KY",Community and Social Service,108.0
"Bowling Green, KY",Architecture and Engineering,110.0
"Bowling Green, KY",Protective Service,79.0
"Bowling Green, KY",Healthcare Support,204.0
"Bowling Green, KY",Building and Grounds Cleaning and Maintenance,210.0
"Bowling Green, KY",Computer and Mathematical,74.0
"Bowling Green, KY",Personal Care and Service,213.0
"Bowling Green, KY","Installation, Maintenance, and Repair",311.0
"Bowling Green, KY",Construction and Extraction,286.0
"Bowling Green, KY",Management,306.0
"Bowling Green, KY",Business and Financial Operations,231.0
"Bowling Green, KY",Production,974.0
"Bowling Green, KY",Healthcare Practitioners and Technical,464.0
"Bowling Green, KY","Education, Training, and Library",498.0
"Bowling Green, KY",Transportation and Material Moving,525.0
"Bowling Green, KY",Food Preparation and Serving Related,787.0
"Bowling Green, KY",Sales and Related,695.0
"Bowling Green, KY",Office and Administrative Support,977.0
"Jefferson City, MO",Legal,84.0
"Jefferson City, MO","Life, Physical, and Social Science",67.0
"Jefferson City, MO","Arts, Design, Entertainment, Sports, and Media",97.0
"Jefferson City, MO",Community and Social Service,156.0
"Jefferson City, MO",Architecture and Engineering,108.0
"Jefferson City, MO",Protective Service,274.0
"Jefferson City, MO",Healthcare Support,278.0
"Jefferson City, MO",Building and Grounds Cleaning and Maintenance,199.0
"Jefferson City, MO",Computer and Mathematical,257.0
"Jefferson City, MO",Personal Care and Service,193.0
"Jefferson City, MO","Installation, Maintenance, and Repair",332.0
"Jefferson City, MO",Construction and Extraction,282.0
"Jefferson City, MO",Management,385.0
"Jefferson City, MO",Business and Financial Operations,461.0
"Jefferson City, MO",Production,500.0
"Jefferson City, MO",Healthcare Practitioners and Technical,395.0
"Jefferson City, MO","Education, Training, and Library",309.0
"Jefferson City, MO",Transportation and Material Moving,380.0
"Jefferson City, MO",Food Preparation and Serving Related,543.0
"Jefferson City, MO",Sales and Related,545.0
"Jefferson City, MO",Office and Administrative Support,1360.0
"Hilton Head Island-Bluffton-Beaufort, SC",Legal,64.0
"Hilton Head Island-Bluffton-Beaufort, SC","Life, Physical, and Social Science",17.0
"Hilton Head Island-Bluffton-Beaufort, SC","Arts, Design, Entertainment, Sports, and Media",72.0
"Hilton Head Island-Bluffton-Beaufort, SC",Community and Social Service,85.0
"Hilton Head Island-Bluffton-Beaufort, SC",Architecture and Engineering,45.0
"Hilton Head Island-Bluffton-Beaufort, SC",Protective Service,191.0
"Hilton Head Island-Bluffton-Beaufort, SC",Healthcare Support,243.0
"Hilton Head Island-Bluffton-Beaufort, SC",Building and Grounds Cleaning and Maintenance,508.0
"Hilton Head Island-Bluffton-Beaufort, SC",Computer and Mathematical,67.0
"Hilton Head Island-Bluffton-Beaufort, SC",Personal Care and Service,317.0
"Hilton Head Island-Bluffton-Beaufort, SC","Installation, Maintenance, and Repair",288.0
"Hilton Head Island-Bluffton-Beaufort, SC",Construction and Extraction,315.0
"Hilton Head Island-Bluffton-Beaufort, SC",Management,307.0
"Hilton Head Island-Bluffton-Beaufort, SC",Business and Financial Operations,217.0
"Hilton Head Island-Bluffton-Beaufort, SC",Production,149.0
"Hilton Head Island-Bluffton-Beaufort, SC",Healthcare Practitioners and Technical,383.0
"Hilton Head Island-Bluffton-Beaufort, SC","Education, Training, and Library",364.0
"Hilton Head Island-Bluffton-Beaufort, SC",Transportation and Material Moving,377.0
"Hilton Head Island-Bluffton-Beaufort, SC",Food Preparation and Serving Related,1171.0
"Hilton Head Island-Bluffton-Beaufort, SC",Sales and Related,1062.0
"Hilton Head Island-Bluffton-Beaufort, SC",Office and Administrative Support,997.0
"La Crosse-Onalaska, WI-MN",Legal,29.0
"La Crosse-Onalaska, WI-MN","Life, Physical, and Social Science",62.0
"La Crosse-Onalaska, WI-MN","Arts, Design, Entertainment, Sports, and Media",88.0
"La Crosse-Onalaska, WI-MN",Community and Social Service,145.0
"La Crosse-Onalaska, WI-MN",Architecture and Engineering,70.0
"La Crosse-Onalaska, WI-MN",Protective Service,94.0
"La Crosse-Onalaska, WI-MN",Healthcare Support,245.0
"La Crosse-Onalaska, WI-MN",Building and Grounds Cleaning and Maintenance,215.0
"La Crosse-Onalaska, WI-MN",Computer and Mathematical,124.0
"La Crosse-Onalaska, WI-MN",Personal Care and Service,298.0
"La Crosse-Onalaska, WI-MN","Installation, Maintenance, and Repair",296.0
"La Crosse-Onalaska, WI-MN",Construction and Extraction,218.0
"La Crosse-Onalaska, WI-MN",Management,266.0
"La Crosse-Onalaska, WI-MN",Business and Financial Operations,253.0
"La Crosse-Onalaska, WI-MN",Production,551.0
"La Crosse-Onalaska, WI-MN",Healthcare Practitioners and Technical,679.0
"La Crosse-Onalaska, WI-MN","Education, Training, and Library",443.0
"La Crosse-Onalaska, WI-MN",Transportation and Material Moving,544.0
"La Crosse-Onalaska, WI-MN",Food Preparation and Serving Related,733.0
"La Crosse-Onalaska, WI-MN",Sales and Related,788.0
"La Crosse-Onalaska, WI-MN",Office and Administrative Support,1106.0
"Kahului-Wailuku-Lahaina, HI",Legal,21.0
"Kahului-Wailuku-Lahaina, HI","Life, Physical, and Social Science",39.0
"Kahului-Wailuku-Lahaina, HI","Arts, Design, Entertainment, Sports, and Media",90.0
"Kahului-Wailuku-Lahaina, HI",Community and Social Service,114.0
"Kahului-Wailuku-Lahaina, HI",Architecture and Engineering,45.0
"Kahului-Wailuku-Lahaina, HI",Protective Service,210.0
"Kahului-Wailuku-Lahaina, HI",Healthcare Support,172.0
"Kahului-Wailuku-Lahaina, HI",Building and Grounds Cleaning and Maintenance,649.0
"Kahului-Wailuku-Lahaina, HI",Computer and Mathematical,40.0
"Kahului-Wailuku-Lahaina, HI",Personal Care and Service,272.0
"Kahului-Wailuku-Lahaina, HI","Installation, Maintenance, and Repair",301.0
"Kahului-Wailuku-Lahaina, HI",Construction and Extraction,344.0
"Kahului-Wailuku-Lahaina, HI",Management,387.0
"Kahului-Wailuku-Lahaina, HI",Business and Financial Operations,179.0
"Kahului-Wailuku-Lahaina, HI",Production,177.0
"Kahului-Wailuku-Lahaina, HI",Healthcare Practitioners and Technical,222.0
"Kahului-Wailuku-Lahaina, HI","Education, Training, and Library",305.0
"Kahului-Wailuku-Lahaina, HI",Transportation and Material Moving,477.0
"Kahului-Wailuku-Lahaina, HI",Food Preparation and Serving Related,1341.0
"Kahului-Wailuku-Lahaina, HI",Sales and Related,878.0
"Kahului-Wailuku-Lahaina, HI",Office and Administrative Support,995.0
"Chico, CA",Legal,40.0
"Chico, CA","Life, Physical, and Social Science",50.0
"Chico, CA","Arts, Design, Entertainment, Sports, and Media",80.0
"Chico, CA",Community and Social Service,207.0
"Chico, CA",Architecture and Engineering,61.0
"Chico, CA",Protective Service,127.0
"Chico, CA",Healthcare Support,267.0
"Chico, CA",Building and Grounds Cleaning and Maintenance,289.0
"Chico, CA",Computer and Mathematical,132.0
"Chico, CA",Personal Care and Service,337.0
"Chico, CA","Installation, Maintenance, and Repair",276.0
"Chico, CA",Construction and Extraction,270.0
"Chico, CA",Management,326.0
"Chico, CA",Business and Financial Operations,235.0
"Chico, CA",Production,333.0
"Chico, CA",Healthcare Practitioners and Technical,559.0
"Chico, CA","Education, Training, and Library",655.0
"Chico, CA",Transportation and Material Moving,329.0
"Chico, CA",Food Preparation and Serving Related,864.0
"Chico, CA",Sales and Related,762.0
"Chico, CA",Office and Administrative Support,1114.0
"Greenville, NC",Legal,29.0
"Greenville, NC","Life, Physical, and Social Science",91.0
"Greenville, NC","Arts, Design, Entertainment, Sports, and Media",76.0
"Greenville, NC",Community and Social Service,118.0
"Greenville, NC",Architecture and Engineering,56.0
"Greenville, NC",Protective Service,110.0
"Greenville, NC",Healthcare Support,429.0
"Greenville, NC",Building and Grounds Cleaning and Maintenance,224.0
"Greenville, NC",Computer and Mathematical,103.0
"Greenville, NC",Personal Care and Service,183.0
"Greenville, NC","Installation, Maintenance, and Repair",243.0
"Greenville, NC",Construction and Extraction,241.0
"Greenville, NC",Management,251.0
"Greenville, NC",Business and Financial Operations,217.0
"Greenville, NC",Production,392.0
"Greenville, NC",Healthcare Practitioners and Technical,813.0
"Greenville, NC","Education, Training, and Library",650.0
"Greenville, NC",Transportation and Material Moving,320.0
"Greenville, NC",Food Preparation and Serving Related,897.0
"Greenville, NC",Sales and Related,789.0
"Greenville, NC",Office and Administrative Support,1158.0
"Bismarck, ND",Legal,51.0
"Bismarck, ND","Life, Physical, and Social Science",83.0
"Bismarck, ND","Arts, Design, Entertainment, Sports, and Media",107.0
"Bismarck, ND",Community and Social Service,186.0
"Bismarck, ND",Architecture and Engineering,147.0
"Bismarck, ND",Protective Service,154.0
"Bismarck, ND",Healthcare Support,253.0
"Bismarck, ND",Building and Grounds Cleaning and Maintenance,255.0
"Bismarck, ND",Computer and Mathematical,162.0
"Bismarck, ND",Personal Care and Service,331.0
"Bismarck, ND","Installation, Maintenance, and Repair",302.0
"Bismarck, ND",Construction and Extraction,417.0
"Bismarck, ND",Management,437.0
"Bismarck, ND",Business and Financial Operations,382.0
"Bismarck, ND",Production,218.0
"Bismarck, ND",Healthcare Practitioners and Technical,534.0
"Bismarck, ND","Education, Training, and Library",374.0
"Bismarck, ND",Transportation and Material Moving,566.0
"Bismarck, ND",Food Preparation and Serving Related,626.0
"Bismarck, ND",Sales and Related,773.0
"Bismarck, ND",Office and Administrative Support,1061.0
"Racine, WI",Legal,0.0
"Racine, WI","Life, Physical, and Social Science",24.0
"Racine, WI","Arts, Design, Entertainment, Sports, and Media",74.0
"Racine, WI",Community and Social Service,89.0
"Racine, WI",Architecture and Engineering,118.0
"Racine, WI",Protective Service,197.0
"Racine, WI",Healthcare Support,198.0
"Racine, WI",Building and Grounds Cleaning and Maintenance,223.0
"Racine, WI",Computer and Mathematical,82.0
"Racine, WI",Personal Care and Service,321.0
"Racine, WI","Installation, Maintenance, and Repair",300.0
"Racine, WI",Construction and Extraction,221.0
"Racine, WI",Management,288.0
"Racine, WI",Business and Financial Operations,242.0
"Racine, WI",Production,1089.0
"Racine, WI",Healthcare Practitioners and Technical,378.0
"Racine, WI","Education, Training, and Library",465.0
"Racine, WI",Transportation and Material Moving,651.0
"Racine, WI",Food Preparation and Serving Related,633.0
"Racine, WI",Sales and Related,751.0
"Racine, WI",Office and Administrative Support,1081.0
"Bend-Redmond, OR",Legal,46.0
"Bend-Redmond, OR","Life, Physical, and Social Science",85.0
"Bend-Redmond, OR","Arts, Design, Entertainment, Sports, and Media",99.0
"Bend-Redmond, OR",Community and Social Service,134.0
"Bend-Redmond, OR",Architecture and Engineering,88.0
"Bend-Redmond, OR",Protective Service,105.0
"Bend-Redmond, OR",Healthcare Support,193.0
"Bend-Redmond, OR",Building and Grounds Cleaning and Maintenance,316.0
"Bend-Redmond, OR",Computer and Mathematical,127.0
"Bend-Redmond, OR",Personal Care and Service,300.0
"Bend-Redmond, OR","Installation, Maintenance, and Repair",249.0
"Bend-Redmond, OR",Construction and Extraction,426.0
"Bend-Redmond, OR",Management,414.0
"Bend-Redmond, OR",Business and Financial Operations,244.0
"Bend-Redmond, OR",Production,336.0
"Bend-Redmond, OR",Healthcare Practitioners and Technical,492.0
"Bend-Redmond, OR","Education, Training, and Library",403.0
"Bend-Redmond, OR",Transportation and Material Moving,388.0
"Bend-Redmond, OR",Food Preparation and Serving Related,890.0
"Bend-Redmond, OR",Sales and Related,907.0
"Bend-Redmond, OR",Office and Administrative Support,1249.0
"Monroe, LA",Legal,57.0
"Monroe, LA","Life, Physical, and Social Science",16.0
"Monroe, LA","Arts, Design, Entertainment, Sports, and Media",52.0
"Monroe, LA",Community and Social Service,135.0
"Monroe, LA",Architecture and Engineering,102.0
"Monroe, LA",Protective Service,138.0
"Monroe, LA",Healthcare Support,330.0
"Monroe, LA",Building and Grounds Cleaning and Maintenance,261.0
"Monroe, LA",Computer and Mathematical,100.0
"Monroe, LA",Personal Care and Service,351.0
"Monroe, LA","Installation, Maintenance, and Repair",381.0
"Monroe, LA",Construction and Extraction,268.0
